stance,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
Weak Disagreement,45,87.43,90.87,4.97,94.19,15.0,24.44,86.67,46.67,6.67,4.44,0.0,2.22,0.0,0.0,2.22,8.89,13.33,6.67,6.67,4.44,2.22,15.56,4.44,0.0,2.22,4.44,4.44,4.44,4.44,0.0,0.0,13.33,2.22,11.11,2.22,2.22,2.22,0.0,2.22,2.22,4.44,4.44,0.0,15.56,6.67,0.0,4.44,4.44,2.22,15.56,0.0,8.89,0.0,6.67,2.22,2.22,4.44,11.11,6.67,2.22,0.0,0.0,2.22,0.0
Neutral,9,92.84,98.62,1.0,25.77,4.5,33.33,66.67,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,22.22,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,22.22,0.0,11.11,11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0
Weak Agreement,40,98.46,77.33,15.86,1.0,20.0,27.5,72.5,35.0,7.5,2.5,0.0,0.0,0.0,2.5,5.0,10.0,12.5,5.0,0.0,0.0,0.0,7.5,5.0,2.5,0.0,5.0,0.0,7.5,0.0,7.5,5.0,7.5,0.0,5.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,5.0,2.5,0.0,12.5,0.0,10.0,2.5,10.0,0.0,7.5,5.0,2.5,0.0,0.0,0.0,0.0
Strong Agreement,28,28.22,85.81,52.86,1.0,14.0,17.86,85.71,60.71,21.43,14.29,3.57,0.0,0.0,0.0,7.14,7.14,10.71,10.71,10.71,0.0,3.57,17.86,3.57,0.0,0.0,0.0,0.0,10.71,3.57,7.14,0.0,10.71,0.0,21.43,7.14,3.57,0.0,3.57,3.57,3.57,0.0,0.0,0.0,14.29,10.71,0.0,3.57,0.0,0.0,21.43,0.0,7.14,0.0,0.0,7.14,3.57,3.57,17.86,7.14,3.57,0.0,0.0,3.57,3.57
Strong Agreement,11,79.25,18.16,31.94,1.0,5.5,36.36,63.64,45.45,18.18,9.09,9.09,0.0,0.0,0.0,9.09,9.09,9.09,9.09,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,0.0,9.09,0.0,9.09,0.0,9.09,0.0,9.09,0.0,45.45,27.27,0.0,0.0,9.09,0.0,9.09
Strong Agreement,10,51.43,84.14,43.37,1.0,5.0,30.0,70.0,30.0,20.0,20.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,10.0,0.0,0.0,0.0
Strong Agreement,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,300.0,300.0,0.0,0.0
Strong Agreement,43,83.3,87.75,12.01,3.52,14.33,20.93,76.74,44.19,13.95,9.3,2.33,0.0,2.33,2.33,4.65,9.3,11.63,6.98,2.33,4.65,0.0,16.28,4.65,4.65,0.0,0.0,4.65,2.33,0.0,2.33,0.0,13.95,2.33,6.98,2.33,2.33,0.0,0.0,0.0,2.33,9.3,0.0,0.0,6.98,4.65,0.0,2.33,0.0,2.33,6.98,6.98,9.3,4.65,2.33,2.33,0.0,0.0,9.3,4.65,2.33,0.0,0.0,2.33,0.0
Strong Agreement,7,28.22,92.33,1.0,1.0,3.5,14.29,85.71,28.57,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,14.29,28.57,0.0,0.0,0.0,0.0,28.57,0.0,28.57,0.0,14.29,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,28.57,0.0,0.0,0.0,0.0,14.29
Strong Agreement,26,23.17,77.92,17.46,89.84,26.0,19.23,84.62,53.85,15.38,15.38,7.69,3.85,3.85,0.0,0.0,0.0,11.54,11.54,11.54,3.85,0.0,30.77,0.0,0.0,3.85,0.0,0.0,3.85,3.85,0.0,0.0,15.38,3.85,23.08,7.69,3.85,7.69,7.69,0.0,3.85,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,3.85,3.85,0.0,3.85,0.0,3.85,0.0,0.0,3.85,0.0,0.0,0.0
Strong Agreement,30,99.0,15.86,10.08,84.54,30.0,16.67,93.33,60.0,3.33,0.0,0.0,0.0,0.0,0.0,3.33,20.0,16.67,3.33,6.67,6.67,3.33,3.33,0.0,0.0,0.0,6.67,3.33,10.0,6.67,3.33,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,10.0,0.0,0.0,6.67,3.33,3.33,0.0,0.0,6.67,0.0,3.33,3.33,10.0,0.0,13.33,3.33,6.67,0.0,0.0,3.33,0.0
Strong Agreement,47,94.68,50.0,77.49,1.0,23.5,25.53,74.47,42.55,6.38,4.26,2.13,0.0,0.0,2.13,2.13,8.51,14.89,2.13,6.38,6.38,0.0,4.26,6.38,4.26,2.13,2.13,4.26,4.26,0.0,4.26,0.0,6.38,0.0,8.51,2.13,0.0,0.0,2.13,0.0,4.26,2.13,0.0,0.0,4.26,2.13,0.0,2.13,0.0,2.13,2.13,0.0,17.02,0.0,14.89,2.13,2.13,0.0,10.64,4.26,6.38,0.0,0.0,0.0,0.0
Strong Agreement,9,92.84,1.38,4.97,25.77,4.5,33.33,55.56,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,33.33,11.11,0.0,0.0,11.11,0.0,11.11
Weak Agreement,48,66.38,92.75,23.51,99.0,8.0,18.75,81.25,45.83,10.42,6.25,0.0,2.08,4.17,0.0,4.17,2.08,14.58,10.42,6.25,4.17,0.0,27.08,6.25,2.08,2.08,0.0,2.08,6.25,6.25,0.0,0.0,18.75,6.25,12.5,4.17,0.0,2.08,4.17,2.08,6.25,4.17,2.08,2.08,4.17,2.08,0.0,0.0,2.08,4.17,16.67,2.08,12.5,6.25,4.17,6.25,0.0,2.08,18.75,6.25,4.17,4.17,0.0,2.08,2.08
Weak Disagreement,20,92.84,30.86,15.86,25.77,20.0,20.0,80.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,20.0,10.0,0.0,5.0,5.0,15.0,0.0,5.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,5.0,0.0,20.0,5.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,10.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0
Neutral,13,23.17,99.0,1.4,99.0,13.0,46.15,69.23,30.77,15.38,15.38,0.0,15.38,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,15.38,15.38,0.0,0.0,38.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,38.46,38.46,0.0,0.0,0.0,0.0,0.0
Strong Agreement,14,92.84,50.0,1.0,25.77,14.0,92.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Strong Agreement,22,43.68,18.16,31.94,25.77,11.0,31.82,72.73,54.55,9.09,4.55,0.0,0.0,0.0,4.55,4.55,9.09,9.09,9.09,9.09,4.55,9.09,18.18,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55,0.0,18.18,0.0,4.55,0.0,4.55,4.55,4.55,4.55,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,9.09,4.55,13.64,4.55,4.55,4.55,0.0,0.0,36.36,18.18,0.0,0.0,0.0,4.55,13.64
Strong Agreement,14,67.14,76.25,13.15,1.0,14.0,21.43,71.43,28.57,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,7.14,7.14,7.14,0.0,0.0,0.0,7.14,7.14,0.0,7.14,7.14,21.43,0.0,21.43,0.0,7.14,0.0,0.0,7.14,7.14,0.0,0.0,7.14,21.43,14.29,0.0,7.14,0.0,0.0,7.14,0.0,7.14,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,17,14.53,72.17,6.2,1.0,17.0,17.65,82.35,47.06,11.76,5.88,0.0,0.0,0.0,5.88,5.88,0.0,11.76,5.88,5.88,17.65,5.88,11.76,5.88,0.0,11.76,0.0,0.0,23.53,5.88,17.65,5.88,17.65,0.0,11.76,0.0,5.88,0.0,0.0,0.0,5.88,5.88,0.0,0.0,11.76,0.0,0.0,11.76,0.0,0.0,5.88,0.0,5.88,0.0,5.88,0.0,0.0,0.0,23.53,5.88,11.76,0.0,0.0,5.88,0.0
Weak Agreement,3,17.96,50.0,1.0,1.0,3.0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,3,1.0,99.0,1.0,99.0,3.0,33.33,100.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0
Strong Agreement,3,92.84,50.0,1.0,1.0,3.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,21,28.22,82.96,68.01,25.77,7.0,14.29,80.95,38.1,14.29,4.76,0.0,0.0,4.76,0.0,9.52,0.0,4.76,9.52,9.52,0.0,0.0,19.05,4.76,0.0,4.76,4.76,0.0,9.52,4.76,4.76,4.76,9.52,4.76,14.29,9.52,0.0,4.76,4.76,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,19.05,9.52,23.81,9.52,9.52,4.76,0.0,0.0,23.81,9.52,4.76,0.0,4.76,0.0,4.76
Strong Agreement,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Neutral,21,28.22,82.96,68.01,25.77,7.0,14.29,80.95,38.1,14.29,4.76,0.0,0.0,4.76,0.0,9.52,0.0,4.76,9.52,9.52,0.0,0.0,19.05,4.76,0.0,4.76,4.76,0.0,9.52,4.76,4.76,4.76,9.52,4.76,14.29,9.52,0.0,4.76,4.76,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,19.05,9.52,23.81,9.52,9.52,4.76,0.0,0.0,23.81,9.52,4.76,0.0,4.76,0.0,4.76
Neutral,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Strong Agreement,4,37.39,99.0,1.0,99.0,4.0,25.0,75.0,25.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
Neutral,25,72.8,50.0,1.59,1.0,8.33,36.0,64.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,8.0,4.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,8.0,0.0,20.0,0.0,4.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,28.0,0.0,0.0,8.0,0.0,0.0,20.0
Neutral,2,92.84,50.0,1.0,1.0,2.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0
Neutral,1,92.84,50.0,1.0,25.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,25,8.19,88.48,1.59,99.0,12.5,16.0,96.0,56.0,16.0,8.0,8.0,0.0,0.0,0.0,8.0,0.0,8.0,20.0,8.0,4.0,0.0,32.0,0.0,0.0,4.0,0.0,4.0,8.0,8.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,16.0,4.0,4.0,4.0,4.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,12.0,0.0,4.0,0.0,8.0,0.0,0.0
Strong Agreement,9,45.11,50.0,4.97,1.0,9.0,11.11,77.78,44.44,11.11,11.11,0.0,0.0,0.0,11.11,0.0,11.11,0.0,11.11,0.0,0.0,11.11,33.33,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,11.11,22.22,0.0,11.11,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,22.22,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0
Strong Agreement,2,92.84,50.0,1.0,25.77,2.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,150.0,0.0,0.0
Strong Agreement,13,64.27,93.79,1.4,25.77,6.5,0.0,84.62,53.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,23.08,7.69,0.0,7.69,30.77,7.69,7.69,0.0,0.0,0.0,15.38,7.69,7.69,7.69,23.08,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,15.38,0.0,7.69,0.0,0.0,7.69,0.0,0.0,30.77,15.38,0.0,0.0,0.0,0.0,0.0
Strong Agreement,9,45.11,98.62,4.97,99.0,3.0,0.0,100.0,44.44,22.22,0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,22.22,11.11,0.0,11.11,0.0,11.11,0.0,11.11,0.0,0.0,11.11,22.22,11.11,0.0,0.0,11.11,0.0,0.0
Strong Agreement,39,86.39,39.87,46.75,99.0,9.75,12.82,87.18,48.72,12.82,7.69,2.56,0.0,5.13,0.0,5.13,2.56,20.51,5.13,2.56,5.13,2.56,17.95,7.69,2.56,0.0,2.56,0.0,7.69,7.69,0.0,0.0,7.69,7.69,10.26,0.0,2.56,0.0,0.0,2.56,5.13,5.13,2.56,2.56,10.26,0.0,0.0,5.13,5.13,0.0,15.38,0.0,17.95,5.13,10.26,2.56,2.56,2.56,10.26,7.69,0.0,0.0,0.0,0.0,2.56
Neutral,20,98.46,30.86,93.3,96.76,20.0,20.0,75.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,5.0,0.0,5.0,0.0,10.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0
Strong Agreement,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Weak Agreement,11,92.84,96.52,1.0,99.0,11.0,0.0,81.82,54.55,18.18,9.09,0.0,0.0,9.09,0.0,9.09,9.09,18.18,9.09,0.0,0.0,0.0,18.18,9.09,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,18.18,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,9.09,0.0,0.0,9.09,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,9.09,0.0,0.0
Strong Agreement,23,87.57,50.0,99.0,93.61,11.5,17.39,91.3,52.17,13.04,4.35,0.0,0.0,0.0,4.35,8.7,13.04,13.04,13.04,0.0,0.0,4.35,21.74,4.35,0.0,0.0,0.0,0.0,4.35,4.35,0.0,0.0,8.7,0.0,17.39,8.7,4.35,0.0,4.35,0.0,4.35,0.0,0.0,0.0,4.35,0.0,4.35,0.0,0.0,8.7,8.7,8.7,26.09,4.35,13.04,8.7,0.0,0.0,13.04,8.7,0.0,0.0,0.0,4.35,0.0
Strong Agreement,13,64.27,98.93,1.0,99.0,6.5,0.0,100.0,46.15,15.38,7.69,0.0,0.0,7.69,0.0,7.69,15.38,0.0,15.38,0.0,0.0,0.0,23.08,7.69,0.0,7.69,0.0,7.69,15.38,15.38,0.0,0.0,23.08,15.38,15.38,0.0,0.0,7.69,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.38,7.69,0.0,15.38,7.69,0.0,0.0,7.69,0.0,0.0
Strong Agreement,10,77.33,99.0,1.0,99.0,10.0,30.0,60.0,30.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weak Agreement,4,37.39,99.0,1.0,25.77,4.0,0.0,100.0,75.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,4,1.0,50.0,1.0,99.0,4.0,0.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,5,1.0,2.31,99.0,25.77,5.0,0.0,80.0,60.0,40.0,20.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0
Strong Agreement,3,17.96,1.0,99.0,1.0,3.0,33.33,100.0,33.33,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,44,62.85,96.52,19.82,3.73,7.33,11.36,95.45,65.91,22.73,11.36,4.55,2.27,0.0,4.55,11.36,6.82,22.73,13.64,4.55,2.27,2.27,22.73,0.0,0.0,4.55,0.0,0.0,2.27,0.0,2.27,0.0,25.0,0.0,9.09,2.27,4.55,0.0,0.0,0.0,2.27,6.82,0.0,0.0,11.36,0.0,0.0,11.36,0.0,2.27,15.91,2.27,6.82,0.0,4.55,2.27,0.0,0.0,18.18,13.64,0.0,0.0,0.0,4.55,0.0
Strong Agreement,14,13.85,99.0,13.15,25.77,14.0,14.29,85.71,64.29,21.43,7.14,0.0,7.14,0.0,0.0,14.29,7.14,7.14,21.43,7.14,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,7.14,21.43,7.14,14.29,7.14,0.0,7.14,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0
Strong Agreement,9,1.0,99.0,1.0,25.77,4.5,22.22,66.67,55.56,22.22,22.22,0.0,0.0,22.22,0.0,0.0,0.0,0.0,11.11,11.11,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,22.22,0.0,11.11,0.0,0.0,11.11,0.0,0.0,22.22,11.11,0.0,0.0,0.0,0.0,11.11
Strong Agreement,3,92.84,99.0,1.0,99.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
